time1,rela1,crel1,time2,rela2,crel2,time3,rela3,crel3
0,0.00481773793395846,0.371618968986143,0,-0.069881770713596,-0.0457397185193807,0,-0.00519774303898262,-0.142356086567985
0.0833333333333333,-0.0629619129044856,-0.417036461422247,0.0833333333333333,-0.0248282188106119,0.127921639787754,0.0833333333333333,0.0743482042788341,0.0168174114615471
0.166666666666667,-0.0752835635371963,-0.266127023001334,0.166666666666667,0.00586615923745246,-0.140666510802741,0.166666666666667,0.413703276931836,0.149398991011606
0.25,0.913294436532953,0.156958174788352,0.25,0.959664818756128,0.0174560699917919,0.25,1.40260072203754,0.980591776565704
0.333333333333333,1.52485445234756,0.42884155041177,0.333333333333333,1.20083137907337,0.614159525467359,0.333333333333333,1.35742653229847,1.05255718245536
0.416666666666667,1.39053744335563,0.80891317614445,0.416666666666667,1.27848980778425,0.297976389407609,0.416666666666667,1.2024951121619,1.17694717471251
0.5,1.22980187079448,0.649995043418767,0.5,1.13762814033236,0.109044148203428,0.5,1.00062449775885,0.68311519462116
0.583333333333333,1.10820635552026,0.350185456677117,0.583333333333333,1.0430419619612,0.0853617552471941,0.583333333333333,0.831423256234866,0.59902721491306
0.666666666666667,0.918804177838722,0.387320495284943,0.666666666666667,1.06351983954713,0.152340226399314,0.666666666666667,0.643599160532024,0.0191139504238489
0.75,0.701856730086527,0.00389070725192248,0.75,0.840715001422639,0.150248425651601,0.75,0.357226616079636,-0.220247608634753
0.833333333333333,0.647940101456877,-0.115378720189631,0.833333333333333,0.659981802358934,-0.153335861191566,0.833333333333333,0.413731764377732,-0.53357890570078
0.916666666666667,0.474001130360373,-0.259760471459694,0.916666666666667,0.521308866824739,0.546663249914298,0.916666666666667,0.41956032509407,-0.391200929782794
1,0.467401432268147,-0.182766811580273,1,0.605038859981118,0.409852882113151,1,0.397822360232132,-0.157151371099586
1.08333333333333,0.716485296985995,-0.143814625983826,1.08333333333333,0.683147875977166,0.304156174732536,1.08333333333333,0.715242719375831,-0.0900820812922998
1.16666666666667,0.886845203748432,-0.319264672540218,1.16666666666667,0.959381393342088,0.0169817785776332,1.16666666666667,0.945787405715547,0.183804919307628
1.25,1.09690913013325,0.0891672839669276,1.25,0.850085896962216,0.278916801570931,1.25,1.09478841321579,0.20085354298955
1.33333333333333,1.29445316433526,0.621693898408351,1.33333333333333,0.993411806081317,0.65956204637648,1.33333333333333,1.07534287195465,0.230735198754524
1.41666666666667,1.2631082536008,0.34694911630104,1.41666666666667,1.24853524220581,0.171980947467742,1.41666666666667,1.02164180997953,0.158366887629712
1.5,1.15363895181658,0.460303828127186,1.5,1.48608847878206,0.477448928856814,1.5,0.885356500833399,0.142509810300865
1.58333333333333,1.03286354380616,0.120138486134586,1.58333333333333,1.13106694257363,0.336117916325842,1.58333333333333,1.00945412222609,0.161554440553705
1.66666666666667,0.778640628452777,0.125105483768589,1.66666666666667,1.33906045138092,0.350844236805024,1.66666666666667,1.07468039662687,0.754451669735662
1.75,0.649559609808417,0.00152078720033725,1.75,1.08131122704849,0.797264030877103,1.75,0.7447511264229,0.182249744062819
1.83333333333333,0.657941317506434,-0.1334204180058,1.83333333333333,0.922227147341222,0.371962505171253,1.83333333333333,0.886543527368791,0.340793029395677
1.91666666666667,0.889695427387126,0.0839108654444918,1.91666666666667,1.07718704531785,0.265665620882962,1.91666666666667,1.01409814430244,0.145338743882829
2,0.778578333900476,0.122042487215725,2,1.14773174699955,0.255054477451527,2,0.89992598654065,0.435610230789164
2.08333333333333,0.586576317374466,-0.155262593498011,2.08333333333333,1.09810917451985,0.720625900634754,2.08333333333333,0.659071492366841,0.283334972862056
2.16666666666667,0.534911063235447,0.242913253076256,2.16666666666667,0.864756159155344,0.424174076290149,2.16666666666667,0.463183282209008,-0.164803861842589
2.25,0.607995522732219,-0.0320862243691757,2.25,0.833656807802689,0.156514065106211,2.25,0.392699394799487,-0.0510464298624656
2.33333333333333,0.688752197223872,-0.163518965993156,2.33333333333333,0.776580200717693,0.0669873566445383,2.33333333333333,0.220053672697791,-0.381550008497577
2.41666666666667,0.688782312363767,-0.115082543287644,2.41666666666667,0.865678484157797,0.387686360457564,2.41666666666667,0.167380217447795,-0.337108690299256
2.5,0.868694628709504,0.267673685505778,2.5,0.800223452187763,0.237852207872171,2.5,0.246914768252635,-0.0855171028582768
2.58333333333333,0.976614258414607,0.153718547275846,2.58333333333333,0.788645248914959,0.170226776651455,2.58333333333333,0.497449145990041,-0.10629305439033
2.66666666666667,1.02357032553929,0.0446113172779384,2.66666666666667,1.0564934171095,0.142763349891744,2.66666666666667,0.732859497492269,0.12892016760211
2.75,1.0244907892094,0.156091483903751,2.75,1.23525010364402,0.660558452146179,2.75,0.969868225945687,0.233918774369648
2.83333333333333,0.987068211146582,0.0974211771809943,2.83333333333333,1.39488948741371,0.358154542520578,2.83333333333333,1.0924439620511,0.290156547729794
2.91666666666667,0.79871714690716,0.182710165848418,2.91666666666667,1.39401903535509,0.530325303743049,2.91666666666667,1.13584851655514,0.45587650193268
3,0.841963081580788,0.00266754482006049,3,1.38971340654244,0.764478029505204,3,1.05593376013287,0.238170794391825
3.08333333333333,0.718758244031829,0.11683438704523,3.08333333333333,1.52176967131239,0.889277487392151,3.08333333333333,1.07210288173921,0.285686549596422
3.16666666666667,0.624145749372081,-0.0859113099501902,3.16666666666667,1.3178290545663,0.422741530171264,3.16666666666667,0.89648921250792,0.244800025646648
3.25,0.640241122180356,0.0299903811691467,3.25,1.1865764375369,0.535407543588121,3.25,0.873524862045718,0.270750490476461
3.33333333333333,0.821758417578706,-0.30720943901772,3.33333333333333,1.1694100994879,0.823295255235261,3.33333333333333,0.851473287710672,0.39605178628015
3.41666666666667,0.84258671672489,0.00323087009288198,3.41666666666667,1.1429928023021,0.686652280430872,3.41666666666667,0.944752894906673,0.498221539754296
3.5,0.84091678987766,-0.0907370905566963,3.5,1.02764657770672,0.564165847371288,3.5,0.90521525472697,-0.153679479655908
