,time,rela,crel,time1,rela.1,crel.1,time2,rela.2,crel.2,time3,rela.3,crel.3,time4,rela.4,crel.4
72,8.241388889,1.102650131,1.19456036,8.243333333,0.760623683,0.541353597,8.245277778,0.997810179,1.520523801,8.245277778,0.743692294,0.731078191,8.245277778,0.707454909,0.79639825
73,8.358055556,1.066749821,1.157650448,8.36,0.766104566,0.541941755,8.361944444,0.93811813,1.508319351,8.361944444,0.761494823,0.745509738,8.361944444,0.699135849,0.77385293
74,8.474722222,1.040073653,1.119003891,8.476666667,0.805595659,0.583906468,8.478611111,0.864952926,1.474877818,8.478611111,0.77464103,0.750707848,8.478611111,0.671180607,0.735188066
75,8.591388889,1.025406349,1.090038865,8.593333333,0.843773856,0.627420663,8.595277778,0.789639861,1.433005721,8.595277778,0.78428158,0.732221435,8.595277778,0.655527274,0.710133349
76,8.708055556,1.014709207,1.075854869,8.71,0.879709591,0.655552721,8.711944444,0.741907415,1.396927614,8.711944444,0.792675571,0.71978711,8.711944444,0.653929315,0.694541339
77,8.824722222,1.005999823,1.072525615,8.826666667,0.912194127,0.664049403,8.828611111,0.71071118,1.36904568,8.828611111,0.810232624,0.720482347,8.828611111,0.653596466,0.693697622
78,8.941388889,1.00659225,1.079886861,8.943333333,0.924808205,0.662240692,8.945277778,0.694199501,1.351174918,8.945277778,0.849379999,0.739344272,8.945277778,0.665195571,0.725336969
79,9.058055556,1.010152929,1.09161183,9.06,0.93874361,0.664812573,9.061944444,0.681253628,1.319551054,9.061944444,0.891779232,0.798916367,9.061944444,0.684603961,0.756646421
80,9.174722222,1.007570279,1.094989429,9.176666667,0.951820515,0.673544904,9.178611111,0.683594906,1.284913164,9.178611111,0.917217613,0.867757925,9.178611111,0.697490838,0.778137526
81,9.291388889,0.999266275,1.080664223,9.293333333,0.952174924,0.685066426,9.295277778,0.716000167,1.270026368,9.295277778,0.927704882,0.903443135,9.295277778,0.707205933,0.806736139
82,9.408055556,0.985335546,1.064340948,9.41,0.950328609,0.709021748,9.411944444,0.767579977,1.285265472,9.411944444,0.927656355,0.926309034,9.411944444,0.712146984,0.829934536
83,9.524722222,0.961304597,1.051414015,9.526666667,0.934158661,0.719798016,9.528611111,0.808815746,1.309370075,9.528611111,0.916368453,0.93746572,9.528611111,0.699616636,0.826767526
84,9.641388889,0.921304734,1.031506589,9.643333333,0.908965908,0.714519435,9.645277778,0.837000579,1.330420541,9.645277778,0.905254371,0.929003975,9.645277778,0.683676266,0.833342084
85,9.758055556,0.870696319,0.992960945,9.76,0.904647314,0.721195583,9.761944444,0.854101243,1.352047533,9.761944444,0.889472237,0.919185142,9.761944444,0.660470388,0.842105732
86,9.874722222,0.834284498,0.954922471,9.876666667,0.900400369,0.725365913,9.878611111,0.852210214,1.371217505,9.878611111,0.868632117,0.920870704,9.878611111,0.628373143,0.823988792
87,9.991388889,0.819875062,0.928068702,9.993333333,0.890615458,0.7144026,9.995277778,0.832401665,1.376177445,9.995277778,0.847777781,0.913434905,9.995277778,0.595226798,0.788452893
