,time,rela,crel,time.1,rela.1,crel.1,time.2,rela.2,crel.2,time.3,rela.3,crel.3,time.4,rela.4,crel.4
64,7.36,0.259884766,0.204850272,7.361666667,0.615456946,0.480158546,7.363333333,0.726504825,0.78886463,7.365,0.59525061,0.585538632,7.365,0.693172537,0.470704942
65,7.476666667,0.273596625,0.241406032,7.478333333,0.59603799,0.473973041,7.48,0.684113813,0.773940588,7.481666667,0.604144712,0.598643795,7.481666667,0.716206284,0.508208844
66,7.593333333,0.319584056,0.284503591,7.595,0.589998438,0.479591695,7.596666667,0.642398434,0.768184689,7.598333333,0.644853169,0.63704266,7.598333333,0.743844991,0.539668126
67,7.71,0.363095807,0.316694213,7.711666667,0.594662118,0.496329555,7.713333333,0.617310139,0.771807826,7.715,0.686865929,0.67312046,7.715,0.773737377,0.561390787
68,7.826666667,0.367499688,0.303399236,7.828333333,0.595729891,0.499758149,7.83,0.611764539,0.772891593,7.831666667,0.714662351,0.700351007,7.831666667,0.773518315,0.567817949
69,7.943333333,0.34101266,0.264955451,7.945,0.588387293,0.472275315,7.946666667,0.619145538,0.768955439,7.948333333,0.715786096,0.710632572,7.948333333,0.752861709,0.561464423
70,8.06,0.311747722,0.23967796,8.061666667,0.576915305,0.437060561,8.063333333,0.62527126,0.743958914,8.065,0.691220314,0.699797328,8.065,0.726178096,0.561117343
71,8.176666667,0.307249201,0.245462806,8.178333333,0.578014725,0.417044507,8.18,0.611506452,0.71488074,8.181666667,0.672430248,0.690226819,8.181666667,0.696878865,0.544595881
72,8.293333333,0.309084503,0.263750003,8.295,0.58929277,0.423386891,8.296666667,0.607788289,0.711122971,8.298333333,0.654560248,0.671657645,8.298333333,0.6695376,0.511915453
73,8.41,0.309025852,0.269888432,8.411666667,0.597415935,0.440970103,8.413333333,0.624722598,0.73897833,8.415,0.648067269,0.655491535,8.415,0.649196893,0.47895081
74,8.526666667,0.326945778,0.260603555,8.528333333,0.593376964,0.44688651,8.53,0.636696092,0.772477911,8.531666667,0.666614745,0.661233997,8.531666667,0.661236357,0.479385022
75,8.643333333,0.358257402,0.254163554,8.645,0.611558455,0.472451094,8.646666667,0.66291058,0.79702545,8.648333333,0.687991314,0.677656789,8.648333333,0.67891833,0.495707427
76,8.76,0.395513434,0.269101551,8.761666667,0.640687909,0.505541832,8.763333333,0.67536499,0.793628732,8.765,0.697508112,0.700638687,8.765,0.68445077,0.505626048
77,8.876666667,0.425661052,0.300597348,8.878333333,0.658337352,0.516152115,8.88,0.680167109,0.79660319,8.881666667,0.699047489,0.716738792,8.881666667,0.675220593,0.5074634
78,8.993333333,0.442336505,0.334413787,8.995,0.654571292,0.504609673,8.996666667,0.673595713,0.793438945,8.998333333,0.695379179,0.717713323,8.998333333,0.667102165,0.507902698
79,9.11,0.443504339,0.345031807,9.111666667,0.60905349,0.454732078,9.113333333,0.655322946,0.785829276,9.115,0.689842553,0.710033535,9.115,0.671361631,0.514383386
80,9.226666667,0.445692208,0.348682686,9.228333333,0.555481859,0.404376361,9.23,0.637681432,0.778924408,9.231666667,0.682109946,0.700996698,9.231666667,0.6863201,0.520956379
81,9.343333333,0.426263569,0.332379432,9.345,0.530700983,0.384217411,9.346666667,0.627757311,0.773875273,9.348333333,0.666027804,0.691880574,9.348333333,0.693635772,0.526081413
82,9.46,0.415045942,0.327754453,9.461666667,0.552269262,0.408002598,9.463333333,0.620878927,0.774613784,9.465,0.657605444,0.689053429,9.465,0.682155881,0.514975727
83,9.576666667,0.414343897,0.332632471,9.578333333,0.579925624,0.437676664,9.58,0.606159702,0.765221896,9.581666667,0.658712604,0.689467949,9.581666667,0.643128336,0.504045437
84,9.693333333,0.42174041,0.335980667,9.695,0.597763091,0.4496215,9.696666667,0.609050964,0.761145787,9.698333333,0.662352437,0.68781934,9.698333333,0.609595885,0.492682478
85,9.81,0.429807871,0.345760308,9.811666667,0.608414867,0.449464965,9.813333333,0.623655759,0.765938652,9.815,0.667837913,0.684870664,9.815,0.573701177,0.467063877
86,9.926666667,0.419721949,0.347218859,9.928333333,0.605547276,0.423931448,9.93,0.632516076,0.775322521,9.931666667,0.662187291,0.673177645,9.931666667,0.567336141,0.462194942
87,10.04333333,0.394984754,0.337701013,10.045,0.616739826,0.415777603,10.04666667,0.625787429,0.764159999,10.04833333,0.650230565,0.660288469,10.04833333,0.584877844,0.471726368
88,10.16,0.380269615,0.327523621,10.16166667,0.619454922,0.416969024,10.16333333,0.596823925,0.745366386,10.165,0.643308423,0.65525775,10.165,0.579268316,0.462593146
89,10.27666667,0.37456084,0.312567327,10.27833333,0.598151876,0.396761728,10.28,0.568713347,0.732626014,10.28166667,0.641937176,0.656441986,10.28166667,0.574163072,0.448446483
90,10.39333333,0.389548119,0.323574857,10.395,0.588978639,0.389253634,10.39666667,0.558253633,0.738423323,10.39833333,0.648118391,0.663776401,10.39833333,0.561538985,0.423130551
91,10.51,0.392274748,0.335071411,10.51166667,0.569311203,0.363964609,10.51333333,0.566043482,0.746633013,10.515,0.655059758,0.669004602,10.515,0.555284812,0.415254529
92,10.62666667,0.367743673,0.334655972,10.62833333,0.555978454,0.348638508,10.63,0.585172726,0.739238742,10.63166667,0.650057663,0.668656832,10.63166667,0.558389634,0.431040264
93,10.74333333,0.353950054,0.335103038,10.745,0.551337859,0.353787529,10.74666667,0.600212051,0.726750902,10.74833333,0.649684875,0.676220981,10.74833333,0.539231933,0.441314823
94,10.86,0.352852742,0.336296509,10.86166667,0.555841008,0.370824528,10.86333333,0.591682401,0.715727254,10.865,0.655953512,0.685392932,10.865,0.506277492,0.42684054
95,10.97666667,0.387529832,0.353276671,10.97833333,0.582960186,0.402755197,10.98,0.564500043,0.703389119,10.98166667,0.661355313,0.687451762,10.98166667,0.480735693,0.400591863
96,11.09333333,0.420763875,0.370620366,11.095,0.607876922,0.43251326,11.09666667,0.538230289,0.694513593,11.09833333,0.647710877,0.671071025,11.09833333,0.471450585,0.38562939
97,11.21,0.424854554,0.361072187,11.21166667,0.612480698,0.447393052,11.21333333,0.545486428,0.692773477,11.215,0.59603944,0.625078447,11.215,0.468450462,0.386705497
98,11.32666667,0.393744062,0.33145183,11.32833333,0.613886638,0.465561505,11.33,0.570283492,0.702637351,11.33166667,0.545868632,0.585264321,11.33166667,0.457614826,0.391503183
99,11.44333333,0.352364184,0.309503658,11.445,0.606691726,0.469312142,11.44666667,0.585734705,0.715965897,11.44833333,0.518984275,0.561483112,11.44833333,0.45509895,0.402655077
100,11.56,0.325065058,0.298155482,11.56166667,0.605268788,0.467273519,11.56333333,0.595548717,0.726850667,11.565,0.537987313,0.572899105,11.565,0.459657376,0.404079214
101,11.67666667,0.289887062,0.282026483,11.67833333,0.604385338,0.465462426,11.68,0.598977186,0.735925079,11.68166667,0.573636676,0.595209772,11.68166667,0.469944861,0.392848211
102,11.79333333,0.27546494,0.276800838,11.795,0.604822342,0.47155784,11.79666667,0.613508825,0.750260642,11.79833333,0.599648158,0.614214183,11.79833333,0.490519949,0.393236326
,11.91,0.26853879,0.269171361,11.91166667,0.611859055,0.489542593,11.91333333,0.630973457,0.764454485,11.915,0.611676605,0.627817247,11.915,0.488849422,0.393063347
,12.02666667,0.2627571,0.266606754,12.02833333,0.627230602,0.499870208,12.03,0.631866871,0.780436163,12.03166667,0.618260371,0.638644085,12.03166667,0.481745044,0.399299555
,12.14333333,0.255736448,0.268556245,12.145,0.6484076,0.511906285,12.14666667,0.622456374,0.788496611,12.14833333,0.625515467,0.651653645,12.14833333,0.481461483,0.406197397
,12.26,0.21884904,0.247088442,12.26166667,0.663911103,0.513117611,12.26333333,0.600517589,0.790189833,12.265,0.623901491,0.660571052,12.265,0.475039341,0.396706869
,12.37666667,0.191301526,0.224695787,12.37833333,0.668043835,0.514429653,12.38,0.598426343,0.793816533,12.38166667,0.618560979,0.659438756,12.38166667,0.457601458,0.372156429
,12.49333333,0.170331653,0.203682908,12.495,0.655228213,0.520528153,12.49666667,0.605182594,0.780857246,12.49833333,0.612240725,0.649481068,12.49833333,0.462884644,0.389493321
,12.61,0.154350252,0.18310875,12.61166667,0.641226205,0.527437595,12.61333333,0.607306124,0.764712799,12.615,0.606805175,0.640016482,12.615,0.47045357,0.413819683
,12.72666667,0.14029775,0.163006277,12.72833333,0.624410369,0.532672694,12.73,0.612825378,0.748412044,12.73166667,0.601936934,0.629651919,12.73166667,0.479521385,0.442149458
,12.7975,0.165227263,0.383044379,12.79555556,0.90019645,0.654083193,12.7975,0.924019264,0.666518179,12.79944444,0.760375337,0.705692154,12.79555556,0.137117137,0.410973997
,12.91416667,0.113959327,0.394169712,12.91222222,0.927333509,0.669759992,12.91416667,0.977741835,0.673064501,12.91611111,0.813989892,0.733311554,12.91222222,0.14233482,0.414909053
